Published_date,Bid_closing_date,Tender_opening_date,Title,Organisation,Value
08-Sep-2023 05:00 PM,16-Sep-2023 06:00 PM,18-Sep-2023 03:30 PM,[Taking of measurements and preparation of auto cad drawings of TEC Building at Janpath New Delhi.] [50/EE/BCD-II/AB/ND/2023-24][2023_BSNL_167127_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Northern Telecom Maintenance Region||PCE Civil,"3,07,352"
08-Sep-2023 05:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF CASTING] [ILP/AD2/ADC031/23-24/TE-0992][2023_ILTD_167114_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 05:00 PM,14-Sep-2023 12:00 PM,15-Sep-2023 12:00 PM,[EEE-III/RZ/TC/2023-24/08.2] [EEE-III/RZ/TC/2023-24/08.2][2023_MCD_167089_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"1,41,065"
08-Sep-2023 05:00 PM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,"[Beautification work of Building, Installation of 02 No of ordinary smart class room and 02 no of advanced class room at government engineering college at Bazpur District Udham Singh Nagar Uttra Khand] [UPZ/UK/BAZPUR/23-24/615][2023_NPCC_167113_1]",National Projects Construction Corporation Limited||UP Zone (Lucknow) - NPCC,NA
08-Sep-2023 05:00 PM,21-Sep-2023 02:00 PM,22-Sep-2023 03:00 PM,[HIRING OF TWO NUMBERS BUSES CNG 40 SEATER CAPACITY TO CISF OF VPA FOR A PERIOD OF THREE YEARS.] [07/ 2023-24 /IMEE/MII/CISF BUSES CNG/ Dt 8 09 2023][2023_VPT_167120_1],Visakhapatnam Port Trust||Mech. and Elec. Engineering - VPT||Materials Management Dvsn. - VPT,"1,18,00,008"
08-Sep-2023 05:00 PM,14-Sep-2023 12:00 PM,15-Sep-2023 12:00 PM,[EEE-III/RZ/TC/2023-24/08.1] [EEE-III/RZ/TC/2023-24/08.1][2023_MCD_167085_1],Municipal Corporation of Delhi||Engineering - MCD||Electrical - MCD,"3,48,172"
08-Sep-2023 05:00 PM,18-Sep-2023 12:00 PM,19-Sep-2023 12:00 PM,[Tit bit repair maintenance and painting work at CHP administrative building including renovation of toilet blocks of the same at DVC RTPS] [DVC/TENDER/HQ/CIVIL/00029][2023_DVC_167051_1],Damodar Valley Corporation||RTPS Raghunathpur - DVC||C and M,"7,42,735"
08-Sep-2023 04:45 PM,22-Sep-2023 06:00 PM,25-Sep-2023 11:00 AM,"[Fixing paver block and Kota stone in Officer Mess, parking of CSD Canteen and Sector -1 Market at VFJ.] [RD-2201/VFJ][2023_AVNL_159701_1]",Armoured Vehicles Nigam Limited||Vehicle Factory - Jabalpur,"25,01,561"
08-Sep-2023 04:45 PM,19-Sep-2023 06:00 PM,21-Sep-2023 03:30 PM,[Laying Aerial OFC along with accessories erection of Connectivity Keylong Darcha route in Kullu OA] [EE/BSNL/CD/KLU/DB/Year23-24-16 ][2023_BSNL_167117_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||CE (Civil),"53,23,132"
08-Sep-2023 04:30 PM,29-Sep-2023 03:00 PM,30-Sep-2023 03:00 PM,[SLA BASED JOBS OUTSOURCING] [ODCO/CM/SLA-MTCE-JOBS/2023][2023_BSNL_167087_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Odisha Telecom Circle||GM, CMTS, Bhubaneswar","30,81,468"
08-Sep-2023 04:30 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,[Repair and Maintenance of Project Highway at risk and cost of Concessionaire in 6 laning of Chandikhole Jagatpur Bhubaneswar of NH 16 in the state of Odisha.] [NHAI/13012/124/RO/OD/2023][2023_NHAI_167116_1],National Highways Authority of India||RO-Bhubaneswar - NHAI,"23,64,03,624"
08-Sep-2023 04:00 PM,16-Sep-2023 06:00 PM,22-Sep-2023 11:00 AM,[Miscellaneous Civil repair and maintenance work to CTO Building at Aurangabad] [25/EEC/BSNL/AGD/2023-24][2023_BSNL_167105_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (Civil), Mumbai||EE (Civil), Kalyan","3,06,976"
08-Sep-2023 04:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF CASTING] [ILP/AD2/ADC031/23-24/TE-0993][2023_ILTD_167111_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 04:00 PM,21-Sep-2023 03:00 PM,22-Sep-2023 03:00 PM,[150 NB BUTTERFLY PNEU VALVE FOR BAH INLET JETTING LINE AT APCPL] [100001076][2023_APCPL_167050_1],Aravali Power Company Pvt. Ltd - IGSTPP||Contract and Materials - APCPL,NA
08-Sep-2023 04:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF CASTING] [ILP/AD2/ADC031/23-24/TE-0994][2023_ILTD_167110_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 04:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF CASTING] [ILP/AD2/ADC031/23-24/TE-0993][2023_ILTD_167111_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 04:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF CASTING] [ILP/AD2/ADC031/23-24/TE-0997][2023_ILTD_167099_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 04:00 PM,16-Sep-2023 06:00 PM,22-Sep-2023 11:00 AM,[Miscellaneous Civil repair and maintenance work to CTO Building at Aurangabad] [25/EEC/BSNL/AGD/2023-24][2023_BSNL_167105_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (Civil), Mumbai||EE (Civil), Kalyan","3,06,976"
08-Sep-2023 04:00 PM,11-Oct-2023 11:30 AM,12-Oct-2023 03:30 PM,[CITECT SCADA SERVER] [1/PE230699/1][2023_UCIL_167092_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 1 - UCIL,NA
08-Sep-2023 04:00 PM,18-Sep-2023 01:00 PM,19-Sep-2023 02:30 PM,[PUR/IICT/DMS/643/23-24] [PUR/IICT/DMS/643/23-24][2023_CSIR_167069_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,0.00
08-Sep-2023 04:00 PM,18-Sep-2023 01:00 PM,19-Sep-2023 02:30 PM,[PUR/IICT/DMS/450/23-24] [PUR/IICT/DMS/450/23-24][2023_CSIR_167077_1],Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||Purchase-IICT - CSIR,0.00
08-Sep-2023 03:30 PM,13-Sep-2023 02:30 PM,14-Sep-2023 03:00 PM,[Unit 1 Generator Stator Replacement after failure] [CS-5496][2023_NTECL_167096_1],NTECL,NA
08-Sep-2023 03:00 PM,15-Sep-2023 03:30 PM,18-Sep-2023 03:30 PM,[Supply of Seed Treatment] [NFL/ZO/ABD/STAC/2023-24/01][2023_NFL_166990_1],National Fertilizers Limited||NFL ZO- Bhopal,NA
08-Sep-2023 03:00 PM,13-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,[SUPPLY OF CASTING] [ILP/AD2/ADC031/23-24/TE-0998][2023_ILTD_167094_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,28-Sep-2023 02:00 PM,29-Sep-2023 03:00 PM,[HIRING ONE NUMBER AMBULANCE TO VPA TYPE C OF MODEL 2020 YEAR OR LATER FOR A PERIOD OF ONE YEAR.] [05/ 2023-24 /IMEE/MII/Ambulance/ Dt 8 09 2023][2023_VPT_167055_1],Visakhapatnam Port Trust||Mech. and Elec. Engineering - VPT||Materials Management Dvsn. - VPT,"11,81,736"
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF GAUGE BLOCK SIEMENS] [ILP/SC2/ADP169/48/TE-0999][2023_ILTD_167046_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[Supply of Actuator Components] [ILP/SC2/ADP169/48/TE-1005 ][2023_ILTD_167061_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,11-Oct-2023 11:30 AM,12-Oct-2023 03:30 PM,[SCREEN FOR VIBRATING FEEDER] [1/PE230217/7][2023_UCIL_167057_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 1 - UCIL,NA
08-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,[PUR/4/23-24/450/AMS/AARTI/PO] [PUR/4/23-24/450/AMS/AARTI/PO][2023_CSIR_167048_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF SPRING SEAT VA2] [ILP/SC2/ADF120/48/TE-1000][2023_ILTD_167053_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,16-Sep-2023 06:00 PM,20-Sep-2023 11:00 AM,[Civil Works for 4G Core Network data Center in Room No 325 OMCR Room at TE Building at Pan Bazar Guwahati] [ENIT20/BSNL/CDGH/23-24][2023_BSNL_167081_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||CE (Civil)||EE (Civil), Guwahati","18,73,649"
08-Sep-2023 03:00 PM,16-Sep-2023 06:00 PM,19-Sep-2023 11:00 AM,[Painting and minor repair works in the Office of the Sr DDG at 7th 8th and 9th floor of BSNL Bhavan Panbazar Guwahati ] [eNIT19/BSNL/CDGH/2023-24][2023_BSNL_167068_2],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||CE (Civil)||EE (Civil), Guwahati","3,21,135"
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF GAITER] [ILP/SC2/ADP139/48/TE-1007][2023_ILTD_167073_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,18-Sep-2023 04:00 PM,21-Sep-2023 04:00 PM,"[Repairing of Road and Main gate of Telecom Factory, Alipore] [37/WB/CD-KOL/BSNL/NIT/23-24][2023_BSNL_167065_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||West Bengal Telecom Circle||CE (Civil),"15,41,435"
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF TRAVEL INDICATOR VA3] [ILP/SC2/ADF120/48/TE-1006][2023_ILTD_167071_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,11-Oct-2023 11:30 AM,12-Oct-2023 03:30 PM,[EN8 ROUND BAR] [1/PE230679/1][2023_UCIL_167063_1],Uranium Corporation of India Limited||Purchase Department-Jharkhand - UCIL||Group 1 - UCIL,NA
08-Sep-2023 03:00 PM,23-Sep-2023 03:00 PM,25-Sep-2023 12:00 PM,[SLT for Supply Installation Commissioning Testing and Stamping of Electronic In Motion Weigh Bridge] [IPRCL/Mumbai/Jalna and Wardha/IMWB][2023_IPRCL_167072_1],Indian Port Rail Corporation Ltd.,"73,80,000"
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF GUIDE BUSH ] [ILP/AD2/ADI122/48/TE-1003][2023_ILTD_167060_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,[PUR/4/23-24/451/LSPD/AB/PO] [PUR/4/23-24/451/LSPD/AB/PO][2023_CSIR_167036_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF GUIDE VA2] [ILP/SC2/ADP169/48/TE-1002 ][2023_ILTD_167059_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[Supply of Rubber Components] [ILP/SC2/ADP139/48/TE-1001 ][2023_ILTD_167056_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:00 PM,[SUPPLY OF SPRING SEAT VA2] [ILP/SC2/ADF120/48/TE-1000][2023_ILTD_167053_1],Instrumentation Ltd ( Govt of India Enterprise)||Palakkad ( Kerala),NA
08-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,20-Sep-2023 03:00 PM,[PUR/4/23-24/450/AMS/AARTI/PO] [PUR/4/23-24/450/AMS/AARTI/PO][2023_CSIR_167048_1],Council of Scientific and Industrial Research||IIP-Dehradun - CSIR||Purchase-IIP - CSIR,NA
08-Sep-2023 02:30 PM,19-Sep-2023 06:00 PM,21-Sep-2023 03:30 PM,[Laying of OF PLB Pipe and OFC Pulling Blowing and Splicing Works etc Keylong Darcha Route Kullu OA] [EE/BSNL/CD/KLU/DB/Year23-24/15][2023_BSNL_167084_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||CE (Civil),"1,58,68,800"
08-Sep-2023 02:30 PM,29-Sep-2023 02:30 PM,30-Sep-2023 03:00 PM,[Supply of Intermediate screw shaft and Drive end screw shaft] [RCF/MM/166-167(23)][2023_CCI_167044_1],Cement Corporation of India Limted||Rajban Cement Factory - CCI,NA
08-Sep-2023 02:00 PM,19-Sep-2023 06:00 PM,23-Sep-2023 11:00 AM,"[Drainage work at satellite compond,Aizawl.] [NIT 13/BSNL/CD/AZL/2023-24][2023_BSNL_167083_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East-I||O/o CGMT, NE-I Circle, Shillong","2,49,676"
08-Sep-2023 02:00 PM,28-Sep-2023 10:00 AM,29-Sep-2023 10:30 AM,[PUR/IMP/022/23] [PUR/IMP/022/23][2023_CSIR_167018_1],Council of Scientific and Industrial Research||NIIST-Thiruvanthapuram - CSIR||Purchase-NIIST - CSIR,NA
08-Sep-2023 02:00 PM,30-Sep-2023 02:00 PM,03-Oct-2023 02:00 PM,[TENDER DOCUMENT FOR TRANSPORTATION OF STORE IN VARANASI BA] [9-52/AGM/PLG/VNS/TRANSP][2023_BSNL_167074_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Varanasi,"18,00,000"
08-Sep-2023 02:00 PM,13-Sep-2023 11:00 AM,14-Sep-2023 11:00 AM,[Procurement of main turbine spares for unit 1 TG restoration] [100000864][2023_NTECL_167079_1],NTECL||Vallur Thermal Power Project||Contracts and Materials,NA
08-Sep-2023 02:00 PM,28-Sep-2023 03:00 PM,29-Sep-2023 03:30 PM,"[E-Tender for Underground OFC Construction Works by Trenching, PLB Pipe Laying, Cable Pulling and Other Allied Works at the LWE Sites in Karimnagar OA of Warangal BA for Conversion of Media from VSAT to OFC for the FY2023-2024.] [OFC LAYING WORKS AT LWE SITES IN BSNL KARIMNAGAR][2023_BSNL_167075_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||GMTD Warangal,"10,96,643"
08-Sep-2023 02:00 PM,16-Sep-2023 03:00 PM,18-Sep-2023 03:30 PM,[Day to Day mntc Civil Works at KS lane Hyderabad] [42/ BCDH II / 2023 24 ][2023_BSNL_167076_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||CE Civil,"5,32,718"
08-Sep-2023 01:00 PM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,[NFP/PUR/SB/220247/2321964] [NFP/PUR/SB/220247/2321964][2023_NFL_160354_2],National Fertilizers Limited||NFL Unit-Panipat||Materials Deptt,NA
08-Sep-2023 01:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:30 PM,[Supply of Spare parts for 250kVA Diesel Generator located at TTRS ] [A3(98031)2023/PUR][2023_CSIR_167045_1],Council of Scientific and Industrial Research||SERC-Chennai - CSIR||Purchase-SERC - CSIR,NA
08-Sep-2023 01:00 PM,18-Sep-2023 01:30 PM,19-Sep-2023 01:30 PM,[Spares for Bruker D8 Advance DA-Vinci XRD System] [P/C/20/PK/SO(SB)/STE/23-24][2023_CSIR_166904_1],Council of Scientific and Industrial Research||CGCRI-Kolkatta - CSIR||Purchase-CGCRI - CSIR,NA
08-Sep-2023 12:00 PM,14-Sep-2023 04:00 PM,15-Sep-2023 04:30 PM,[IITR/CW-16(08)/23-24/Works] [IITR/CW-16(08)/23-24/Works][2023_CSIR_165501_2],Council of Scientific and Industrial Research||IITR-Lucknow - CSIR||ESD-IITR - CSIR,"1,83,000"
08-Sep-2023 12:00 PM,14-Sep-2023 04:00 PM,15-Sep-2023 04:30 PM,[IITR/CW-16(08)/23-24/Works] [IITR/CW-16(08)/23-24/Works][2023_CSIR_165501_2],Council of Scientific and Industrial Research||IITR-Lucknow - CSIR||ESD-IITR - CSIR,"1,83,000"
08-Sep-2023 12:00 PM,15-Sep-2023 12:00 PM,16-Sep-2023 12:00 PM,[arc FOR L AND T SWITCHGEAR] [NFB/PUR/ARC/LNT/2023-24][2023_NFL_167041_1],National Fertilizers Limited||NFL Unit- Bathinda||Materials Deptt,NA
08-Sep-2023 11:45 AM,26-Sep-2023 03:00 PM,28-Sep-2023 03:00 PM,[Manufacture and supply of Pharmaceutical Products under rate contract for 24 months] [HLL/CHO/SD/MKTG/2023-24/03 DT. 07-09-2023][2023_HLL_167038_1],HLL Lifecare Limited||Corporate Head Office (Thiruvananthapuram) - HLL||RBD - Sourcing - HLL,NA
08-Sep-2023 11:30 AM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[NFB/MECH/MPC/018/ARC/2023-24] [NFB/MECH/MPC/018/ARC/2023-24][2023_NFL_167031_1],National Fertilizers Limited||NFL Unit- Bathinda||Mechanical Deptt,"3,78,74,300"
08-Sep-2023 11:30 AM,22-Sep-2023 02:30 PM,23-Sep-2023 03:00 PM,[Supply of Cast Iron Coupling with Ms thread Pin] [RCF/MM/177 (23)][2023_CCI_167032_1],Cement Corporation of India Limted||Rajban Cement Factory - CCI,NA
08-Sep-2023 11:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:00 AM,"[ Structure Stability Test of the residential building of the police colonies (Hauz Khaz IIT Gate) South District, Delhi by Testing and Analysis to undertake suitable remedial measures for rehabilitation of the structure.] [267/DPHCL/ENGG/NIT/2023-24][2023_DPHCL_166936_1]",Delhi Police Housing Corporation Ltd,"7,30,500"
08-Sep-2023 11:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:00 AM,"[Multiple Works of Repair and Renovation for Govt. accommodations allotted quarter at various location in South and South-East, New Delhi.] [268-269/DPHCL/ENGG][2023_DPHCL_166937_1]",Delhi Police Housing Corporation Ltd,"67,67,296"
08-Sep-2023 11:00 AM,27-Sep-2023 03:30 PM,28-Sep-2023 03:30 PM,[Expression of Interest for Empanelment of Manufacturers of Seaweed Granules] [EOI for Empanelment of Seaweed Granule Manufactur][2023_NFL_166717_1],National Fertilizers Limited||Corporate Office- Noida||Central Marketing Office,0.00
08-Sep-2023 11:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:00 AM,"[Multiple Works of Repair and Renovation for Govt. accommodations allotted quarter at various location in Dwarka, New Delhi.] [263-266/DPHCL/ENGG][2023_DPHCL_166860_1]",Delhi Police Housing Corporation Ltd,"65,45,693"
08-Sep-2023 11:00 AM,14-Sep-2023 11:00 AM,15-Sep-2023 11:00 AM,"[Repair and renovation of various government quarters at Mehram Nagar Police Colony, New Delhi.] [262/DPHCL/ENGG/NIT/2023-24][2023_DPHCL_166853_1]",Delhi Police Housing Corporation Ltd,"92,46,497"
08-Sep-2023 10:00 AM,16-Sep-2023 05:00 PM,18-Sep-2023 02:30 PM,"[Comprehensive Annual Maintenance Contract for the Passenger Lifts of Administrative Block and Library Building at CSIR-CRRI, New Delhi-110025] [QSP/Maintenance/AMC Lifts/2023-24][2023_CSIR_166851_1]",Council of Scientific and Industrial Research||CRRI-New Delhi - CSIR||ESD-CRRI - CSIR,"6,39,129"
08-Sep-2023 10:00 AM,23-Sep-2023 10:00 AM,25-Sep-2023 10:00 AM,[Special repairs filling of the potholees and patch repairs from Km 138 800 km 266 865 of NH 38 in the state of Tamil Nadu] [11013/NH-38/24/Tender/Pot Holes/2023-1][2023_NHAI_163844_2],National Highways Authority of India||RO-Chennai - NHAI||Madurai - NHAI,"26,13,011"
08-Sep-2023 09:00 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,[eTender for Annual Maintenance Services for Evoqua Water Purification System] [4/6(11)2023-Pur./ReTender][2023_CSIR_166988_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,[eTender for supply of Starter kit vario micro cube for CHNS Analyser] [4/7(23)2023-Pur.][2023_CSIR_167011_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,[eTender for Supply of R and D consumables and spare parts for LSMS QTOF] [4/7(13)2023-Pur./ReTender][2023_CSIR_166983_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,18-Sep-2023 03:00 PM,19-Sep-2023 03:00 PM,[eTender for supply of spare parts for GCMS] [4/7(14)2023-Pur./ReTender][2023_CSIR_166991_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,"[eTender for supply of spare parts like Solenoid Valve, Rocker Switch Tubing etc Biorad Make] [4/7(20)2023-Pur.][2023_CSIR_166997_1]",Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,22-Sep-2023 02:00 PM,23-Sep-2023 02:00 PM,[GM/BA-STP/Plg/Tender/BNP2/ HDI/ZONE-1/2023-24] [GM/BA-STP/Plg/Tender/BNP2/HDI/ ZONE-1/2023-24][2023_BSNL_167027_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Sitapur,"16,23,877"
08-Sep-2023 09:00 AM,21-Sep-2023 06:00 PM,23-Sep-2023 03:30 PM,[Construction of Room 12ftX20ft at for TE and BTS at BSNL Departmental site at Suryadevarapeta Guntur Dist] [13/CDVJ/2023-24][2023_BSNL_167029_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Guntur,"9,60,860"
08-Sep-2023 09:00 AM,09-Oct-2023 03:00 PM,10-Oct-2023 03:30 PM,[EXECUTION OF EARTHWORK IN FORMATION BRIDGES PWAY LINKING WORK INCLUDING SUPPLY OF TRACK BALLAST PWAY FITTINGS POINTS AND CROSSINGS SERVICE BUILDING ETC IN CONNECTION WITH CONSTRUCTION OF A RLY SIDING FOR SILO LOADING SYSTEM FOR KONAR RLY SDG OF CCL] [IPRCL/Ranchi/CCL-KONAR/69/01][2023_IPRCL_166495_1],Indian Port Rail Corporation Ltd.,"25,05,24,959"
08-Sep-2023 09:00 AM,29-Sep-2023 06:00 PM,06-Oct-2023 11:00 AM,[Development of Landscape including maintenance] [AAI/CHQ-ER/Engg(C)/Patna/2023][2023_AAI_167019_1],Airports Authority of India||CHQ - AAI||Engineering Civil - AAI,NA
08-Sep-2023 09:00 AM,22-Sep-2023 02:00 PM,23-Sep-2023 02:00 PM,[GM/BA-STP/Plg/Tender/BNP2/ HDI/ZONE-1/2023-24] [GM/BA-STP/Plg/Tender/BNP2/HDI/ ZONE-1/2023-24][2023_BSNL_167027_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Sitapur,"16,23,877"
08-Sep-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,[eTender for supply of UPLC Actuator without Checkwalve] [4/7(21)2023-Pur.][2023_CSIR_167024_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,[eTender for supply of spare parts for Sartorius Water Purification System] [4/7(18)2023-Pur.][2023_CSIR_167020_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
08-Sep-2023 09:00 AM,20-Sep-2023 03:00 PM,21-Sep-2023 03:00 PM,[eTender for Annual Maintenance Contract for CHNS Analyser] [4/6(10)2023-Pur.][2023_CSIR_167014_1],Council of Scientific and Industrial Research||IHBT-Palampur - CSIR||Purchase -IHBT - CSIR,NA
07-Sep-2023 06:55 PM,14-Sep-2023 03:00 PM,15-Sep-2023 03:30 PM,[Civil Work] [66/EEC/BSNL /JP/2023-24 ][2023_BSNL_167028_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Rajasthan Telecom Circle||CE (CIVIL)||EE(C) Jaipur,"3,46,366"
07-Sep-2023 06:55 PM,29-Sep-2023 03:30 PM,03-Oct-2023 03:30 PM,[Supply installation commissioning and training of Programmable Muffle Furnace] [P/NC/144/AM/SM/OTE/22-23][2023_CSIR_166826_1],Council of Scientific and Industrial Research||NML-Jamshedpur - CSIR||Purchase-NML - CSIR,NA
07-Sep-2023 06:30 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:00 AM,[TFL Package -3 ] [RITES/BBSR/TFL/PKG-3/OT09][2023_RITES_167022_1],RITES Ltd.||RPO Bhubaneshwar - RITES,"11,36,34,659"
